Item,Item Description,Item Status,Quantity,Subinventory,UOM,Location,Lot Number,Organization
S018330,S12 ROBOT EXTERNAL RM1 CABLE  [A660-8010-T173#L7R503]   (XGMF-11038)  DC91,Active,2,STOCK CAGE,EA,1S054A,1393.56,AAC Plant 1
S018331,PUSH PULL EJECTOR BAR  [530T-IS3-740VB]  DCL9022 - 9023,Active,12,STOCK CAGE,EA,1ZR016E,126,AAC Plant 1
S018332,PUSH PULL EJECTOR BAR  [530T-IS3-STD DIE]  DCL9022 - 9023,Active,10,STOCK CAGE,EA,1ZR016F,128,AAC Plant 1
S018333,CKD ROBODRILL CYLINDER  [SRL3-00-20B-845-R-FL4287]  MML3034,Active,2,STOCK CAGE,EA,1ZE004A,534.95,AAC Plant 1
S018334,Y AXIS ACTUATOR  [RCP6-SA6C-WA-42P-12-600-P3-S]  FI07  PIN CHECKERS,Active,4,STOCK CAGE,EA,1ROOM MM,1440,AAC Plant 1
S018335,HOWA  ROTARY HYDRAULIC CYLINDER [C1FB120-R3839] LATHE DC07 800#1 CENTER SUPPORT,Active,2,STOCK CAGE,EA,2M014B,5578.27,AAC Plant 2
S018336,MISUMI TIMING BELT [HTBN1680S8M-400] LATHE DC07 800#1 CENTER SUPPORT,Active,3,STOCK CAGE,EA,2E WALL ZZR,171.26,AAC Plant 2
S018337,IMAO WORK GRIPPER [ MCT-127-4 ] LATHE DC07 800#1 CENTER SUPPORT,Active,10,STOCK CAGE,EA,2G028H-1,21.19,AAC Plant 2
S018338,KOSEI-U STOPPER (AIR GAP SEATING PLATE) [SS07-262-02] LATHE DC07 800#1 CENTER SUPPORT,Active,2,STOCK CAGE,EA,2T097G-1,1173.43,AAC Plant 2
S018339,KOSEI-U CHUCK CLAW [SS07-261-03 (3PC=1SET)] LATHE DC07 800#1 CENTER SUPPORT,Active,2,STOCK CAGE,EA,2T097G-2,988.17,AAC Plant 2
S018340,CKD RODLESS CYLINDER [SRL3-00-25B-500-T2WH3-D-A] LATHE DC07 800#1 CENTER SUPPORT,Active,2,STOCK CAGE,EA,2U010L,751.67,AAC Plant 2
S018341,CKD SHOCK ABSORBER [SRL3-25-NCK] LATHE DC07 800#1 CENTER SUPPORT,Active,7,STOCK CAGE,EA,2G028F,50.97,AAC Plant 2
S018342,CKD TABLE COVER [SRL3-25-TBL-CVR-ASSY] LATHE DC07 800#1 CENTER SUPPORT,Active,7,STOCK CAGE,EA,TC3-D10ZF,16.32,AAC Plant 2
S018343,CKD RODLESS CYLINDER [SRL3-00-32N-300-AR] LATHE DC07 800#1 CENTER SUPPORT,Active,4,STOCK CAGE,EA,2U010K,742.34,AAC Plant 2
S018344,CKD SHOCK ABSORBER [SRL3-32-NCK] NCK-00-2.6 LATHE DC07 800#1 CENTER SUPPORT,Active,7,STOCK CAGE,EA,2G028G,56.8,AAC Plant 2
S018345,CKD TABLE COVER [SRL3-32-TBL-CVR-ASSY] LATHE DC07 800#1 CENTER SUPPORT,Active,7,STOCK CAGE,EA,TC3-D10ZG,16.67,AAC Plant 2
S018346,SPROCKET ENDURA-VEYOR [110163]DC07 800#1 BISCUIT CONVEYOR CENTER SUPPORT,Active,3,STOCK CAGE,EA,2G027F-2,14.6,AAC Plant 2
S018347,"MOTOR ENDURA-VEYOR ( C6T17FC114D ) [110452-PE] 3/4 HP, 1725 RPM, 56C FRAME  DC07 800#1 BISCUIT CONVEYOR CENTER SUPPORT",Active,1,STOCK CAGE,EA,2J019H,330.45,AAC Plant 2
S018348,REDUCER ENDURA-VEYOR ( GRG-BMQ-821-30-R-56 ) [110472-R]DC07 800#1 BISCUIT CONVEYOR CENTER SUPPORT,Active,2,STOCK CAGE,EA,2J019J,435.01,AAC Plant 2
S018349,"1 3/16"" SPLIT COLLAR ENDURA-VEYOR [110490]DC07 800#1 BISCUIT CONVEYOR CENTER SUPPORT",Active,11,STOCK CAGE,EA,2G027F-1,9.28,AAC Plant 2
S018350,PAN ENDURA-VEYOR [31381-6]DC07 800#1 BISCUIT CONVEYOR CENTER SUPPORT,Active,89,STOCK CAGE,EA,2H018F,1.92,AAC Plant 2
S018351,SPROCKET ENDURA-VEYOR [32043-FL]DC07 800#1 BISCUIT CONVEYOR CENTER SUPPORT,Active,4,STOCK CAGE,EA,2G027G,61.1,AAC Plant 2
S018352,SHAFT ENDURA-VEYOR [32060-6-SF]DC07 800#1 BISCUIT CONVEYOR CENTER SUPPORT,Active,2,STOCK CAGE,EA,2G028A,68.36,AAC Plant 2
S018353,RH SIDE WING ENDURA-VEYOR [33480 RH]DC07 800#1 BISCUIT CONVEYOR CENTER SUPPORT,Active,91,STOCK CAGE,EA,2H018G,0.86,AAC Plant 2
S018354,LH SIDE WING ENDURA-VEYOR [33481 LH]DC07 800#1 BISCUIT CONVEYOR CENTER SUPPORT,Active,85,STOCK CAGE,EA,2H018H,0.86,AAC Plant 2
S018355,"AXLE 6"" BELT PIN ENDURA-VEYOR [33494-6]DC07 800#1 BISCUIT CONVEYOR CENTER SUPPORT",Active,13,STOCK CAGE,EA,2G028B,10.99,AAC Plant 2
S018356,IDLE SPROCKET ENDURA-VEYOR [33727-FL]DC07 800#1 BISCUIT CONVEYOR CENTER SUPPORT,Active,3,STOCK CAGE,EA,2G028C,73.85,AAC Plant 2
S018357,COGNEX CAMERA [ ISM1402-01 ] DC07 800#1 CENTER SUPPORT VISION INSPECTION,Active,1,STOCK CAGE,EA,2ZB034B-1,14381.25,AAC Plant 2
S018358,GOGNEX CAMERA [ ISM1100-01 ] DC07 800#1 CENTER SUPPORT VISION INSPECTION (ASS#K1703-02-03-1210),Active,1,STOCK CAGE,EA,2ZB034B-2,8631.25,AAC Plant 2
S018359,BOOSTER CYLINDER [151-02616.012-0] DC03 1650#1,Active,1,STOCK CAGE,EA,P2 ABOVE OFFICE,15982,AAC Plant 2
S018360,BOOSTER CYLINDER SEAL KIT [151-02616.012-0 SEAL KIT] DC03 1650#1,Active,2,STOCK CAGE,EA,2G054A,466,AAC Plant 2
S018361,FUJI INVERTER  [FRN002G1S-2U]  DC LADLE,Active,5,STOCK CAGE,EA,1R046 TOP A,576,AAC Plant 1
S018362,5/8 TURNBUCLE WITH LOCKNUT [58X9EETB]FURNACE MELT FURNACE DOOR,Active,5,STOCK CAGE,EA,2S025C,20.96,AAC Plant 2
S018363,COMMUNICATION CABLE [OP-87459] DC03 2250#11,Active,3,STOCK CAGE,EA,2V041E,282.05,AAC Plant 2
S018364,MIDWEST OPTICAL RT ANGLE PRIZM [ RA034-62 ] DC07 800#1 VISION INSPECTION CENTER SUPPORT (ASS#K1703-02-03-1110),Active,8,STOCK CAGE,EA,2ZB035B,358.98,AAC Plant 2
S018365,POWDER SUPPLY 14 DIA ROD [SAWADA SEISAKUSHO PISTON DIA 14] DC07 800#1 POWDER LUBE CENTER SUPPORT,Active,5,STOCK CAGE,EA,2T058A-1,184.17,AAC Plant 2
S018366,SCHUNK ROBOT GRIPPER [PGN+240-1(ID:371108)] 587FCC #1 HANDLING ROBOT FINISHING,Active,2,STOCK CAGE,EA,2J025E,2962.87,AAC Plant 2
S018367,TOYOX BLUE HOSE [ HB-10 ID10XOD14.5 ] DC07 800#1 800#2 800#3 CENTER SUPPORT,Active,4,STOCK CAGE,EA,2W030A,546.93,AAC Plant 2
S018368,TOKYO KEIKI DIRECTIONAL VALVE  [DG5V-H8-3C-E-U2-B-86-JA]  [DG5VH83CEU2B86JA]  DC91,Active,1,STOCK CAGE,EA,1D063C,864.3,AAC Plant 1
S018369,LED STRIP LIGHT  [HZ1N L48 7000LMFST]  QC01,Active,4,STOCK CAGE,EA,1R028 TOP A,160,AAC Plant 1
S018370,MAIN POWER DISCONNECT  [F-2SVUL]  TML9006 PIN CHECKER,Active,2,STOCK CAGE,EA,1N002A,55.19,AAC Plant 1
S018371,AICHI TOKEI DENKI FIXED SPRAY FLOW COUNTER  [NH 005-4] [NH005-4]  DC91,Active,4,STOCK CAGE,EA,1N002B,617.67,AAC Plant 1
S018372,X AXIS PULSE CODER CABLE  [A660-2005-T652#ICEM-XPC]  ROBODRILL   MA91,Active,2,STOCK CAGE,EA,1A047B,439.75,AAC Plant 1
S018373,DOMNICK HUNTER 1.0 MICRON COALESCING FILTER [AOPX010ANFX] REPLACES  [AOP010ANFI]  TML9037,Active,12,STOCK CAGE,EA,1Z007A,195,AAC Plant 1
S018374,DOMNICK HUNTER 0.01 MICRON COALESCING FILTER [AAPX010ANFX] REPLACES  [AAP010ANFI]  TML9037,Active,12,STOCK CAGE,EA,1Z007B,195,AAC Plant 1
S018375,DOMNICK HUNTER MOUNTING BRACKET WITH TIE ROD KIT  [MBK1-2]  TML7037,Active,9,STOCK CAGE,EA,1Z008A,116,AAC Plant 1
S018376,SWITCH MAT 14 x 23  [7351K62]  FI04 MML3059,Active,2,STOCK CAGE,EA,1ZC006G,159.62,AAC Plant 1
S018376,SWITCH MAT 14 x 23  [7351K62]  FI04 MML3059,Active,3,STOCK CAGE,EA,2X031G,159.62,AAC Plant 2
S018377,850iS OPERATOR DOOR CAM FOLLOWER  [NUKR35-A]  DC91,Active,7,STOCK CAGE,EA,1K012E,67.35,AAC Plant 1
S018378,INACTIVE....BSM TABLE LM GUIDE  [HSR30AISS-2+2800MM STD G20]   (1 SET = 2 RAILS 4 BEARINGS)  DC91,Inactive,0,,,,894.93,AAC Plant 1
S018379,SMC DOOR CYLINDER  [CDG1FA40-650Z B54L]  MA91,Active,5,STOCK CAGE,EA,1ZF003J,164.53,AAC Plant 1
S018380,HYDRAULIC PUMP [ TCP34-F20-40-MR1-G ] replaces [ TCP34-L20-40-MR1-G ] FI06 PRL3008,Active,4,STOCK CAGE,EA,2L020H,1554.79,AAC Plant 2
S018381,MIDORI ANZEN PREFILTER [PM-400ECO 540x280]DC03 2250#10 2250#11 2250#12 NISHIO STYLE VACUUM FILTER,Active,4,STOCK CAGE,EA,2R001D,45.99,AAC Plant 2
S018382,CHUO HATSUMEI VACUUM FILTER [FS-100P SET]NISHIO STYLE COMPLETE HOUSING ASSEMBLY DC03 2250#10 2250#11 2250#12,Active,3,STOCK CAGE,EA,2S014J,1371.32,AAC Plant 2
S018383,UB2250G FIXED TIE BAR NUT [DC2207301010BC] DC03 2250TON,Active,1,STOCK CAGE,EA,P2 ABOVE OFFICE,9432,AAC Plant 2
S018383,UB2250G FIXED TIE BAR NUT [DC2207301010BC] DC03 2250TON,Active,8,STOCK CAGE,EA,T&T,9432,AAC Plant 2
S018384,UB2250G STATIONARY PLATEN TIE BAR BUSHING [DC2202101300BA] DC03 2250TON,Inactive,0,,,,1682,AAC Plant 2
S018385,UB2250G DIE SUPPORT BUSHING (LBC3) [151-22175:162-0] DC03 2250TON,Active,1,STOCK CAGE,EA,2S027F,1644,AAC Plant 2
S018386,SEIWA PULSE DIMMING POWER SUPPLY  [IDGB-30M2-TP/PI]  FI92,Active,2,STOCK CAGE,EA,2Z033D,603.84,AAC Plant 2
S018387,SEIWA DIRECT WHITE LIGHTING RING  [IDR-90/50DW]  FI92,Active,1,STOCK CAGE,EA,2ZB037H,2219.58,AAC Plant 2
S018388,SEIWA LOCAL DIMMING CONTROLLER  [ILP-30M2]  FI92,Active,2,STOCK CAGE,EA,2Y018H,249.08,AAC Plant 2
S018389,FANUC AC SERVO MOTOR  [A06B-0202-B105]  FI92,Active,2,STOCK CAGE,EA,2K016S,1978,AAC Plant 2
S018390,SMC AIR COUPLER  [DMK12-01-C1]  FI92,Active,2,STOCK CAGE,EA,TC1-D06J,38.58,AAC Plant 2
S018391,SMC AIR CYLINDER  [CDM2E32-400AZ-M9BML FI92,Active,2,STOCK CAGE,EA,2R004F,173.4,AAC Plant 2
S018392,AIR CYLINDER  [RSDQB32-15DZ-M9BWL]  FI92,Active,3,STOCK CAGE,EA,1ZF002B,145.81,AAC Plant 1
S018392,AIR CYLINDER  [RSDQB32-15DZ-M9BWL]  FI92,Active,2,STOCK CAGE,EA,2V128E,145.81,AAC Plant 2
S018393,SMC AIR CYLINDER  [MGPL63-75Z-M9BWL] REPLACES [MGPL63-75-M9BWL]  FI92,Active,2,STOCK CAGE,EA,2U011E,488.64,AAC Plant 2
S018394,SMC AIR CYLINDER [ CY1L40H-500B ]  FI92,Active,2,STOCK CAGE,EA,2U010E,1057.25,AAC Plant 2
S018395,NTN BEARING  [6916LLU]  FI92,Active,2,STOCK CAGE,EA,2G063E,44.47,AAC Plant 2
S018396,MITSUBISHI CIRCUIT BREAKER  [NV63-CV  3P 15A 100-440V 30MA]  FI92,Active,2,STOCK CAGE,EA,2Z066D,77.45,AAC Plant 2
S018397,COMMAND SWITCH  [AR22PCR-3174B]  FI92,Active,1,STOCK CAGE,EA,TC7-D06ZE,10.99,AAC Plant 2
S018398,MITSUBISHI SPU  [Q00UCPU]  FI92,Active,2,STOCK CAGE,EA,2Y019H,326.09,AAC Plant 2
S018399,SMC CYLINDER  [CDQ2A50-50DZ-M9BWV]  FI92,Active,3,STOCK CAGE,EA,2V128F,111.12,AAC Plant 2
S018400,KEYENCE DIGITAL PRESSURE SWITCH  [AP-C30K]  FI92,Active,2,STOCK CAGE,EA,2X022C-1,210.59,AAC Plant 2
S018401,KEYENCE FIBER OPTIC SENSOR  [FS-N11N] FI92,Active,2,STOCK CAGE,EA,2X022D-1,198.83,AAC Plant 2
S018402,KEYENCE FIBER UNIT THROUGH BEAM [ FU-77TZ (5000) ] FI92,Active,2,STOCK CAGE,EA,2X022F-1,111,AAC Plant 2
S018403,IMAO FLANGED ROLLER PIN  [GRL40J-H]  FI92,Active,4,STOCK CAGE,EA,2G036H-2,16.04,AAC Plant 2
S018404,IMAO GUIDE ROLLER  [RPL0807]  FI92,Active,4,STOCK CAGE,EA,TC2-D08V,6.53,AAC Plant 2
S018405,MISUMI HEAVY LOAD HINGES  [HHSZ100]  FI92,Active,2,STOCK CAGE,EA,2G067G-2,45.28,AAC Plant 2
S018406,MISUMI HEX POST  [LSBW17-180]  FI92,Active,2,STOCK CAGE,EA,2V158B-2,25.13,AAC Plant 2
S018407,KEYENCE LIGHT CURTIAN BRACKET [ GL-RB12 ] FI92,Active,10,STOCK CAGE,EA,2ZB003C,15.3,AAC Plant 2
S018408,MISUMI LINEAR BUSHING  [LHFCD16] FI10 TA HOUSING DEBURR MML3059 MML3060,Active,9,STOCK CAGE,EA,2G063F,12.9,AAC Plant 2
S018409,SMC LUBRICATOR [ AL20-02B-A ]  (PTS 102802)  FI92,Active,3,STOCK CAGE,EA,2V009C-2,15.48,AAC Plant 2
S018410,KEYENCE MINI PHOTOELECTRIC SENSOR  [PR-FB30N3]  FI92,Active,2,STOCK CAGE,EA,2X022C-2,182.36,AAC Plant 2
S018411,TKD NOISE FILTER [ RSAN-2010 ]  FI92,Active,2,STOCK CAGE,EA,2V009D-1,28,AAC Plant 2
S018412,MITSUBISHI NON FUSE BREAKER  [NF63-CVF 3P 60A]  FI92,Active,2,STOCK CAGE,EA,2Z069F,45.25,AAC Plant 2
S018413,TSUBAKI POWER LOCK  [PL010X018TF]  FI92,Active,2,STOCK CAGE,EA,TC7-D08ZB,22.83,AAC Plant 2
S018414,MITSUBISHI POWER SUPPLY  [S8VM10024CD]  FI92,Active,2,STOCK CAGE,EA,2Z028E,135.56,AAC Plant 2
S018415,PULLEY  [HTPAK32S8M150-A-H44-KCS53-K4-5]  FI92,Active,2,STOCK CAGE,EA,2G036H-1,68.58,AAC Plant 2
S018416,FUJI GREEN PUSH BUTTON  [AR22G4L-11H3G]  FI92,Active,1,STOCK CAGE,EA,TC7-D06ZF,16.79,AAC Plant 2
S018417,OMRON RELAY SOCKET  [PYF14A-E]  FI92 DC03 AUTO DIE CHANGER,Active,5,STOCK CAGE,EA,TC7-D08ZC,5.73,AAC Plant 2
S018418,KEYENCE SAFETY LIGHT CURTIAN (MAIN BODY)  [ GL-R16L ]  FI92,Active,2,STOCK CAGE,EA,2ZB021D,1589.42,AAC Plant 2
S018419,KEYENCE SAFETY LIGHT CURTIAN [ GL-R40L ]  FI92,Active,2,STOCK CAGE,EA,2ZB021C,869.42,AAC Plant 2
S018420,KEYENCE SAFETY LIGHT CURTAIN CABLE [ GL-RS3 ] FI92,Active,2,STOCK CAGE,EA,2ZB032E,64.71,AAC Plant 2
S018421,KEYENCE SAFETY LIGHT CURTAIN CABLE [ GL-RP10N ] FI92,Active,3,STOCK CAGE,EA,2ZB032G,70.59,AAC Plant 2
S018422,KEYENCE SAFETY LIGHT CURTAIN CABLE [ GL-RS008 ] FI92,Active,2,STOCK CAGE,EA,2ZB023A,41.18,AAC Plant 2
S018423,KEYENCE SAFETY LIGHT CURTIAN ( MAIN UNIT ) [ GL-R12L ]  FI92,Active,2,STOCK CAGE,EA,2ZB021E,1349.42,AAC Plant 2
S018424,MITSUBISHI SERVO MOTOR  [HG-KR73B]  FI92,Active,2,STOCK CAGE,EA,2B001A,772.78,AAC Plant 2
S018425,THK SHAFT SUPPORT UNIT  [EK20]  FI92,Active,3,STOCK CAGE,EA,2G063G,204.1,AAC Plant 2
S018426,SMC SILENCER  [AN40-04] (PTS 100638)  FI92,Active,4,STOCK CAGE,EA,2V003B-5,5.18,AAC Plant 2
S018427,OMRON SOCKET  [PYFZ08E] REPLACES [PYF08A-E]  FI92 DC03 AUTO DIE CHANGER,Active,4,STOCK CAGE,EA,TC7-D08ZD,3.87,AAC Plant 2
S018428,PANASONIC TERMINAL RELAY  [AY32002]  FI92,Active,3,STOCK CAGE,EA,TC7-D08ZE,31.25,AAC Plant 2
S018429,MITSUBISHI TERMINAL UNIT  [FA-TH16YRA21]  FI92,Active,2,STOCK CAGE,EA,TC7-D08ZF,65.5,AAC Plant 2
S018430,MISUMI TIMING BELT  [HTBN520S8M-150]  FI92,Active,2,STOCK CAGE,EA,2E WALL ZZS,24.62,AAC Plant 2
S018431,MISUMI TOGGLE CLAMP  [ MC01-2B ]  FI92,Active,2,STOCK CAGE,EA,2G084A-3,9.15,AAC Plant 2
S018432,"30"" x30"" SWITCH MAT  [7351664]  MA38 / MA39",Active,4,STOCK CAGE,EA,1ZH END B,358.91,AAC Plant 1
S018433,PC FOR SPECIAL SQUEEZE UNIT  [GG12G5933]  DCL9012,Active,1,STOCK CAGE,EA,1C077A,11040.45,AAC Plant 1
S018434,530iS ACCUMULATOR BLADDER  [ T230-50H-20 ] DC01,Active,1,STOCK CAGE,EA,1E001B,5880,AAC Plant 1
S018435,COOLING CONVEYOR DRIVE PULLEY  [F04ZW37ZTZZZX015ZZC]  DCL9000,Active,1,STOCK CAGE,EA,1ZQ007E,358.27,AAC Plant 1
S018436,ROBOT SHOT BLAST RACK / HANGER [946 984 CC RB SB HANGER] 946 984 CRANK CASE FI12 SBL3014 SHOT BLAST,Active,2,STOCK CAGE,EA,2SC FLOOR,2980,AAC Plant 2
S018437,SMC ACTUATOR(LIKE ROBOT CYLINDER) [LEFS32A-700-S5C918] (CYL-CONT-CABLE SET) 587 DEBURR CELL INFEED CONVEYOR,Active,1,STOCK CAGE,EA,2U010I,2117.33,AAC Plant 2
S018438,"OIL SKIMMER(12"" MIGHTY DISK) [SMD12 (110VAC)] QC53 P2 TEST CUT ALL",Active,2,STOCK CAGE,EA,2S013B,205,AAC Plant 2
S018439,LAFERT DEGAS MOTOR [ST71S4-460] DC07 800#1 800#2 800#3 CENTER SUPPORT,Active,2,STOCK CAGE,EA,2J024B,257.79,AAC Plant 2
S018440,KEYENCE FIBER OPTIC AMPLIFIER W/CABLE [FS-N11P] FI04 MML3059 MML3063 744K CENTER SUPPORT,Active,4,STOCK CAGE,EA,2X022D-2,187.78,AAC Plant 2
S018441,SMVECTOR DRIVE(LENZE VFD) [ESV402N04TXB (NEMA1 IP31 400-480V(30))] DS03 INCLINE SCRAP CONVEYOR,Active,2,STOCK CAGE,EA,2H009Q,644.16,AAC Plant 2
S018442,40A CIRCUIT BREAKER [HGA3640] REPLACES [FH3640] DS03 FURNACE 1,Active,1,STOCK CAGE,EA,2Z070A,927.68,AAC Plant 2
S018443,SMC CABLE 5M [LE-CP-5-S] 587 946 ROBOT CELL INFEED SHUTTLE (USED WITH CYL. S018437),Active,2,STOCK CAGE,EA,2V028A,102.63,AAC Plant 2
S018444,FANUC ROBODRILL NC5 DRAWBAR [ A290-6070-V341#NC5 ] MA91,Active,2,STOCK CAGE,EA,1N004A-1,965.99,AAC Plant 1
S018445,CHROME STEEL BALL  [7/32nd]  NC5 ROBODRILL,Active,24,STOCK CAGE,EA,1N004A-2,0.85,AAC Plant 1
S018446,ROBODRILL NC5 SPINDLE  [A290-6099-V301#SN],Active,2,STOCK CAGE,EA,1ZP011B,2878.16,AAC Plant 1
S018447,VERTICAL CENTER SUPPORT FILTER [ P016-501334 ] REPLACES [P016-500225] AND [8G-SK160080] CENTER SUPPORT HOLDING FURNACES,Active,5,STOCK CAGE,EA,2P019C,850.37,AAC Plant 2
S018448,PULSE SPRAY LEVEL SENSOR  [ EE-SPX613 ]  DC92,Active,2,STOCK CAGE,EA,2Y003B-2,71.88,AAC Plant 2
S018449,INTENSIFICATION VALVE SEAL KIT [C5I]  ( DC9018600040AA ) UB2250 MACHINE,Active,5,STOCK CAGE,EA,2G051B,321,AAC Plant 2
S018450,BSM Z AXIS LM GUIDE  [HSR30R2UU+600L-II]  DC91,Active,3,STOCK CAGE,EA,1ZF013G,338.84,AAC Plant 1
S018451,BSM Y AXIS LM GUIDE  [HSR30R2UU+927L-II]  DC91,Active,4,STOCK CAGE,EA,1ZF009G,445.71,AAC Plant 1
S018452,BSM X AXIS LM GUIDE  [HSR30R2UU+1000-II]  DC91,Active,2,STOCK CAGE,EA,1ZF009B,422.25,AAC Plant 1
S018453,KEYENCE CORIOLIS FLOW SENSOR 2L/MIN [FDSS2A] DC03 2250TON ALL PULSE SPRAY,Active,4,STOCK CAGE,EA,2R014J,1850,AAC Plant 2
S018454,OMRON INPUT UNIT [ CJ1W-IA111 ] DC04 PRL3020 500#2 TRIM PRESS,Active,2,STOCK CAGE,EA,2Z013A,242.88,AAC Plant 2
S018455,KEYENCE SAFETY LIGHT CURTAIN [ GL-R60H ] FI08 TML9005 BC01TM CASE,Active,2,STOCK CAGE,EA,2ZB011G,2579,AAC Plant 2
S018456,INTERNATIONAL SOLENOID VALVE [ DG03-0BL-24VDC90DN ] DC04 PRL3022 500#3 TRIM PRESS,Active,0,,,,112.8,AAC Plant 2
S018457,CHUO HATSUMEI VACUUM FILTER LID O-RING [CR GOM FOR T-300-11] DC03 2250T ALL,Active,3,STOCK CAGE,EA,TC5-D08N,92.4,AAC Plant 2
S018458,KLOCKNER CIRCUIT BREAKER [FAZ-C25/1-NA-SP] REPLACES [WMZT1C25]FI08 TML3005 B800TM CASE,Active,3,STOCK CAGE,EA,2Z067G-2,34.98,AAC Plant 2
S018459,FILTER ELEMENT  [P010AA 0.01]  MA91,Active,12,STOCK CAGE,EA,1Z008B,85,AAC Plant 1
S018460,FILTER ELEMENT  [P010AO 1.0]  MA91,Active,8,STOCK CAGE,EA,1Z008C,85,AAC Plant 1
S018461,ROTARY UNION [10053-3101-235](RU031-HIGH SPEED) DC07 800#1 800#2 800#3 CENTER SUPPORT DEGASS,Active,4,STOCK CAGE,EA,2T097F-1,384.8,AAC Plant 2
S018462,PARKER FITTING [1FU77-32-32] REPLACES [1FU-32-32](1FU71-32-32 SP FITTING) DC92 LARGE DIE CAST,Active,3,STOCK CAGE,EA,TC5-D10M,868.35,AAC Plant 2
S018463,ATC ADV/RET ENC (A-AXIS) TURRENT AXIS ENC.[1EEH00839701] SAME AS [1EEH00457603] (4M1-ENC)MA40 MA41 744K/740/G300 CENTER SUPPORTRT,Active,9,STOCK CAGE,EA,2V013J,512,AAC Plant 2
S018464,"Z_PWR,Z_AXIS PWR [ 11M2  11SVM2 ] [1EEH00498405]MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,3,STOCK CAGE,EA,2V014A,395,AAC Plant 2
S018465,"(INACTIVE)Z_ENC,Z_AXIS ENCODER [ 4M1-ENC ] [1EEH00839701]MA40 MA41 744K/740/G300 CENTER SUPPORT",Inactive,0,,,,627,AAC Plant 2
S018466,"X_PWR,X_AXIS PWR [ 11M1  11SVM ] [1EEH00498104]MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,3,STOCK CAGE,EA,2V014C,305,AAC Plant 2
S018467,"X_ENC,X_AXIS ENCODER [ 11M2-ENC  11SVM1-CN2] [1EEH00498204]MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,3,STOCK CAGE,EA,2V014E,588.8,AAC Plant 2
S018468,"X_BRK,X_AXIS BRAKE [ 11M1-BRK ]  [1EEH00498303]MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,3,STOCK CAGE,EA,2V014F,305,AAC Plant 2
S018469,SHUT.AXIS PWR [1EEH00502701] SAME AS [1EEH00825002](T10M1-PWR)MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,5,STOCK CAGE,EA,2V014G,193,AAC Plant 2
S018470,(INACTIVE)SHUT.AXIS PWR [ T10M1-PWR ] [1EEH00825002]MA40 MA41 744K/740/G300 CENTER SUPPORT,Inactive,0,,,,305,AAC Plant 2
S018471,SHUT.AXIS ENC [1EEH00502802] SAME AS [1EEH00825100](T10SVM1-ENC)MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,4,STOCK CAGE,EA,2V014I,395,AAC Plant 2
S018472,(INACTIVE)SHUT.AXIS ENC [ T10SVM1-ENC ] [1EEH00825100]MA40 MA41 744K/740/G300 CENTER SUPPORT,Inactive,0,,,,395,AAC Plant 2
S018473,"T_PWR,TURRET AXIS PWR2/ W BATTERY [1EEH00570000] SAME AS [1EEH00498603](4M1-ENC)MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,8,STOCK CAGE,EA,2V015A,305,AAC Plant 2
S018474,"T_PWR,TURRET AXIS PWR2 [ 4SVM1 ] [1EEH00498603]MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,3,STOCK CAGE,EA,2V014K,441,AAC Plant 2
S018475,"T_ENC,TURRET ENCODER R [ 4M1-ENC ] [1EEH00570100]MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,3,STOCK CAGE,EA,2V015K,305,AAC Plant 2
S018476,"(INACTIVE)T_ENC,TURRET AXIS ENCODER [ 4M1-ENC ] [1EEH00498703]MA40 MA41 744K/740/G300 CENTER SUPPORT",Inactive,0,,,,395,AAC Plant 2
S018477,SPINDLE PWR [1EEH00498901] same as [1EEH00499401]( SPPWR )MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,6,STOCK CAGE,EA,2V015C,580,AAC Plant 2
S018478,(INACTIVE)SPINDLE PWR [ SPPWR ] [1EEH00499401]MA40 MA41 744K/740/G300 CENTER SUPPORT,Inactive,0,,,,465,AAC Plant 2
S018479,"SPENC,SPINDLE ENC [ SPIDLE ENCODER CN7 ] [1EEH00499005]MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,3,STOCK CAGE,EA,2V016A,198,AAC Plant 2
S018480,HARNESS[1EEH00919400](NEEDED FOR 1MSM00027701_1)(FA377243-00P3-E)MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,4,STOCK CAGE,EA,2V016B,465,AAC Plant 2
S018481,HARNESS [ FA377242-00P3E ] [1EEH00919300](NEEDED FOR 1MSM00027701)(FA377242-00P3-E)MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,3,STOCK CAGE,EA,2V016C,812,AAC Plant 2
S018482,"11M5-PWR,C-AXIS PWR [ 11SVM5 ] [1EEH00457302]MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,5,STOCK CAGE,EA,2V016D,195,AAC Plant 2
